cpu,ram,disk,network,label
39.27,50.88,61.17,621.15,1
23.47,22.09,52.32,70.24,0
31.22,44.54,33.22,205.73,0
48.02,58.78,60.37,1849.77,1
37.46,48.18,31.32,136.69,0
0.0,14.49,25.9,2183.41,1
48.58,55.93,45.93,185.48,0
24.64,33.83,50.6,212.21,0
90.71,29.39,36.75,2314.57,1
44.05,62.58,47.12,155.1,0
83.33,45.63,61.13,249.29,1
35.02,43.03,30.01,87.41,0
23.05,40.65,41.5,170.54,0
46.75,44.77,50.94,185.03,0
35.01,42.66,65.88,182.34,0
29.7,57.75,59.91,184.95,0
15.18,30.83,41.77,26.97,0
82.76,90.37,34.88,118.03,1
25.32,37.1,33.06,223.01,0
0.0,30.52,33.48,141.59,0
39.07,54.15,41.85,161.39,0
43.85,43.07,42.16,132.88,0
26.57,51.07,48.4,188.01,0
20.09,35.27,46.86,132.35,0
44.2,60.14,47.01,182.58,0
40.16,48.84,54.17,174.99,0
26.05,53.49,30.86,138.24,0
29.79,47.15,36.44,186.09,0
38.59,29.59,31.23,168.78,0
54.41,58.28,91.62,205.98,1
32.66,31.44,48.74,98.3,0
45.04,48.77,25.53,129.49,0
14.3,81.69,84.31,91.26,1
42.29,40.31,39.12,170.02,0
33.69,58.03,31.86,139.71,0
41.5,28.57,60.92,167.19,0
30.42,54.17,42.06,156.24,0
43.17,35.84,68.75,220.85,0
7.73,30.85,26.27,84.63,0
19.59,31.25,28.36,44.58,0
79.03,38.74,61.67,2655.15,1
37.06,46.59,38.86,188.25,0
14.33,28.54,42.14,85.68,0
44.86,60.42,33.72,204.38,0
10.25,12.97,30.87,96.85,0
27.05,26.72,57.77,109.71,0
33.26,51.84,55.59,132.98,0
41.87,47.94,58.01,151.22,0
32.95,33.22,42.84,163.02,0
100.0,72.14,51.89,175.48,1
28.58,47.86,34.65,115.44,0
36.65,48.46,36.47,173.04,0
21.63,35.92,36.1,156.3,0
28.93,52.07,59.71,201.78,0
43.67,31.96,45.32,140.42,0
14.34,22.77,35.46,86.83,0
47.06,50.89,78.49,158.64,0
90.6,21.28,40.23,2665.75,1
20.25,37.57,58.52,134.45,0
4.57,100.0,32.69,98.15,1
20.81,32.1,57.81,170.52,0
41.25,60.56,48.56,169.01,0
53.53,46.78,50.23,174.51,0
42.6,49.65,59.69,161.34,0
53.07,57.54,42.91,243.96,0
27.62,29.29,38.74,125.45,0
83.59,91.76,52.22,277.98,1
27.44,32.4,37.91,147.14,0
24.57,45.24,44.42,18.68,0
29.1,55.21,65.75,168.12,0
82.31,68.85,67.95,2666.24,1
0.0,23.09,31.38,63.89,0
61.72,36.29,59.76,225.56,0
30.33,56.17,29.73,580.12,1
17.19,30.92,31.79,111.68,0
34.27,51.1,64.17,194.48,0
62.27,58.95,56.26,213.87,0
30.03,35.02,57.51,122.45,0
41.31,38.25,48.86,173.39,0
26.37,87.55,31.4,118.73,1
50.79,47.6,65.88,238.47,0
33.03,45.23,53.27,136.28,0
27.7,42.44,56.75,153.48,0
15.32,27.94,26.95,150.85,0
29.16,29.51,45.72,101.48,0
38.31,35.9,52.4,221.76,0
46.14,56.65,61.81,232.22,0
19.86,45.54,61.7,160.34,0
45.51,33.75,48.18,177.88,0
14.23,31.02,30.26,641.25,1
7.69,36.36,34.12,138.08,0
68.3,74.18,71.74,710.0,1
28.94,31.3,46.64,5980.1,1
29.16,27.51,39.15,134.79,0
17.03,15.71,59.58,82.15,0
20.94,34.54,51.13,138.39,0
18.17,18.66,39.93,111.42,0
94.9,24.04,71.07,173.28,1
29.11,44.05,28.36,105.82,0
34.22,58.32,38.38,206.07,0
40.41,88.8,39.59,111.18,1
21.39,31.62,35.47,95.85,0
30.25,35.33,21.01,142.9,0
15.94,12.34,97.09,132.76,1
37.25,37.36,47.21,150.27,0
85.84,67.27,80.94,730.95,1
41.29,54.71,48.95,210.21,0
26.55,24.13,95.63,77.25,1
28.01,58.34,64.98,129.98,0
39.83,67.11,49.71,198.42,0
59.34,65.75,57.8,181.35,0
0.46,29.47,45.45,55.54,0
2.02,19.77,27.87,84.33,0
48.34,54.8,66.79,193.08,0
56.83,68.98,42.35,245.53,0
28.92,30.91,39.08,111.87,0
19.58,31.44,36.92,10.0,0
17.71,35.64,38.25,76.2,0
12.21,38.47,34.05,118.89,0
20.51,52.7,21.09,116.22,0
27.48,34.53,41.09,90.72,0
0.0,10.71,45.11,92.66,0
45.63,42.02,31.65,155.93,0
99.68,47.1,37.45,3415.03,1
29.76,39.99,45.5,130.55,0
58.25,44.29,48.03,240.1,0
34.35,35.83,47.56,168.48,0
3.19,27.29,54.73,108.31,0
100.0,27.8,64.47,117.52,1
17.72,44.09,47.14,190.37,0
26.36,48.91,41.0,137.86,0
31.75,40.45,56.68,124.92,0
62.48,62.73,24.4,220.09,0
15.61,43.57,43.15,78.84,0
0.0,15.91,24.85,90.05,0
45.05,44.56,92.42,223.38,1
18.22,24.55,28.69,161.86,0
55.22,49.3,8.55,132.75,0
74.4,86.84,27.88,173.51,1
10.99,18.09,32.46,48.78,0
46.94,58.5,49.44,236.29,0
26.29,56.09,36.91,187.08,0
0.78,32.97,44.66,40.09,0
2.71,17.68,44.14,100.08,0
22.03,34.37,46.0,208.28,0
90.47,48.41,42.21,213.97,1
52.45,62.38,41.4,241.48,0
76.82,84.51,82.88,723.48,1
15.14,49.4,50.36,120.0,0
31.77,49.42,64.22,191.95,0
0.99,33.06,51.03,70.28,0
22.0,21.95,41.42,10.0,0
35.85,88.57,89.35,156.64,1
22.99,42.61,39.83,191.22,0
41.78,69.15,39.94,168.36,0
18.45,97.08,98.06,64.0,1
33.08,24.62,23.1,187.42,0
0.0,0.0,14.45,29.74,0
26.46,34.98,24.01,140.47,0
41.76,56.22,45.58,174.35,0
19.8,52.16,51.72,134.89,0
58.95,61.81,48.2,300.51,0
18.34,28.32,59.36,112.78,0
91.08,83.89,41.29,144.28,1
21.97,21.16,54.05,96.71,0
15.46,42.02,49.04,209.23,0
27.67,95.49,91.41,146.56,1
12.34,98.74,83.26,195.66,1
99.24,17.73,52.78,2152.3,1
45.09,41.44,47.84,157.28,0
31.52,28.1,55.02,142.0,0
78.67,63.36,85.27,853.89,1
36.43,68.98,29.1,153.37,0
29.72,45.16,33.72,60.74,0
11.77,22.15,18.77,167.74,0
31.23,49.1,54.14,95.76,0
31.14,42.59,35.65,205.86,0
22.78,26.72,44.42,120.71,0
94.64,38.62,55.71,4159.34,1
23.01,43.42,52.88,121.42,0
31.21,44.19,30.45,146.19,0
37.07,51.5,53.38,156.36,0
94.08,16.14,28.69,17.38,1
36.58,54.04,48.85,147.45,0
72.09,63.49,77.25,558.24,1
22.64,31.15,43.86,225.22,0
71.34,27.61,23.57,861.19,1
14.17,40.58,64.01,153.55,0
43.38,53.08,55.75,171.99,0
35.2,37.64,46.31,144.04,0
9.72,11.93,51.43,78.53,0
0.0,27.93,39.2,47.71,0
47.01,56.03,47.88,154.16,0
32.29,34.55,43.25,149.65,0
27.22,24.35,46.65,142.87,0
85.79,19.76,37.2,115.46,1
26.12,30.55,55.15,200.1,0
16.92,25.31,19.76,139.39,0
9.85,22.07,38.32,100.15,0
52.68,52.48,42.3,159.39,0
3.27,34.63,54.93,148.66,0
8.25,44.68,46.24,10.0,0
26.73,46.12,22.35,60.72,0
29.67,40.96,81.27,86.19,1
26.47,23.1,50.96,76.98,0
26.96,32.02,30.6,121.94,0
14.57,21.82,52.54,134.69,0
26.73,38.49,46.12,175.0,0
26.81,30.4,35.23,138.15,0
5.11,28.28,88.79,135.25,1
49.36,60.13,43.63,216.2,0
25.88,42.93,39.65,197.92,0
28.81,41.27,66.38,151.38,0
34.24,47.18,42.63,223.36,0
9.1,29.88,46.49,140.54,0
36.35,28.46,32.25,86.12,1
47.38,55.17,65.12,147.33,0
31.8,52.7,27.64,150.97,0
43.59,25.15,39.76,179.17,0
41.73,59.13,40.5,184.03,0
33.59,39.13,42.01,163.22,0
39.16,28.53,35.59,151.91,0
44.77,41.5,61.48,127.1,0
27.39,36.32,30.35,160.39,0
0.0,19.28,25.64,10.0,0
14.5,35.31,39.67,116.2,0
43.08,64.68,58.43,220.02,0
23.9,30.73,44.34,187.12,0
61.38,53.11,38.46,102.89,0
21.94,39.46,59.36,89.35,0
51.92,60.82,41.03,214.77,0
64.05,53.29,43.64,110.62,0
15.98,33.58,47.71,89.88,0
10.14,33.71,47.78,69.65,0
23.26,38.0,36.19,116.39,0
28.06,47.47,36.24,91.42,0
15.75,15.38,44.69,127.4,0
47.1,60.55,41.02,224.92,0
30.19,20.46,35.17,107.49,0
42.2,48.62,44.31,173.16,0
50.71,55.6,54.37,254.76,0
37.39,56.75,44.82,237.3,0
92.62,89.73,96.17,4814.39,1
20.96,49.07,44.69,145.74,0
30.47,51.5,35.16,107.34,0
41.63,46.77,54.34,198.09,0
28.58,36.58,44.99,82.32,0
11.54,12.14,83.74,129.74,1
53.93,68.42,66.96,231.71,0
21.13,29.23,54.9,111.22,0
36.24,29.84,46.7,224.03,0
88.04,89.71,73.65,121.35,1
86.06,100.0,55.06,66.14,1
28.33,35.68,71.75,154.38,0
6.43,55.01,28.08,151.36,0
76.56,45.47,42.02,289.36,1
29.53,29.36,23.8,137.88,0
20.95,28.29,63.8,167.66,0
88.05,33.84,37.89,158.37,1
24.15,24.7,16.05,128.82,0
32.14,47.33,30.84,144.51,0
22.07,27.78,32.27,86.24,0
35.31,50.53,66.0,180.06,0
24.66,92.24,93.46,25.43,1
1.34,2.93,57.25,110.06,0
22.09,28.26,97.13,175.94,1
85.59,27.36,52.56,136.86,1
17.01,40.82,43.5,103.98,0
28.11,86.74,77.36,146.65,1
49.1,73.3,50.63,261.58,0
17.63,16.94,39.4,18.2,0
23.23,17.01,45.0,10.0,0
22.57,8.54,42.34,46.25,0
40.13,37.84,26.86,172.68,0
54.38,48.1,53.88,217.13,0
27.19,45.52,45.05,221.1,0
30.23,45.88,49.66,43.62,0
54.56,53.44,63.72,242.74,0
31.94,51.08,56.83,156.29,0
49.8,60.2,61.96,184.91,0
38.53,37.99,70.53,230.5,0
40.78,78.59,43.69,146.01,1
2.28,21.26,43.85,124.17,0
17.64,27.87,24.98,57.87,0
23.63,31.4,54.95,106.95,0
57.25,56.36,30.86,258.86,0
21.01,37.19,52.53,177.25,0
11.81,19.29,18.33,47.8,0
67.02,58.03,61.53,192.59,0
33.65,48.6,70.28,162.68,0
4.82,31.28,23.31,88.72,0
30.52,42.63,86.99,133.86,1
38.08,64.51,54.36,209.82,0
20.09,28.11,43.08,84.62,0
24.5,44.49,36.32,142.21,0
25.03,24.01,46.57,116.17,0
31.9,61.46,47.16,170.98,0
7.7,23.81,55.77,157.51,0
35.76,100.0,44.31,155.78,1
14.32,19.37,23.54,57.23,0
100.0,98.09,88.43,4426.35,1
20.98,24.49,34.53,166.03,0
74.56,44.73,20.67,143.63,1
32.11,27.77,31.56,192.76,0
45.27,44.4,61.79,275.64,0
91.37,97.41,89.64,4322.21,1
29.86,43.59,46.3,206.01,0
40.71,40.38,67.21,126.38,0
100.0,39.59,66.18,56.03,1
83.96,40.98,34.04,145.85,1
31.01,34.11,44.97,162.22,0
30.69,11.38,33.57,49.38,0
53.99,56.5,66.19,224.09,0
23.62,42.09,26.72,123.17,0
15.39,42.96,49.97,150.97,0
21.01,25.18,36.64,10.0,0
35.35,50.88,100.0,190.73,1
22.85,32.28,28.93,127.96,0
47.56,61.74,60.81,178.15,0
89.18,97.26,91.24,4431.91,1
76.58,79.14,43.57,189.21,1
10.92,35.87,36.3,141.65,0
44.72,55.34,67.39,194.03,0
79.85,49.5,42.99,235.83,1
47.62,53.38,74.34,160.99,0
25.49,13.61,56.91,6114.67,1
28.04,39.87,40.86,72.21,0
36.33,43.54,27.59,137.07,0
41.18,46.07,33.0,214.39,0
88.3,79.93,57.3,108.54,1
46.99,47.09,58.21,90.53,0
53.63,50.78,39.68,136.96,0
34.41,51.9,63.21,150.41,0
100.0,90.99,93.4,2685.56,1
13.48,30.29,47.52,90.44,0
0.0,23.78,38.21,137.94,0
18.09,34.31,46.41,96.16,0
5.01,33.15,55.68,105.73,0
51.19,48.16,32.37,172.16,0
33.01,46.08,44.83,156.23,0
44.84,51.61,48.98,222.67,0
31.02,49.23,46.68,142.0,0
47.39,61.48,55.93,210.21,0
0.0,16.38,57.49,38.25,0
0.52,38.77,43.33,126.36,0
31.23,49.7,49.84,129.17,0
26.64,37.91,56.64,139.02,0
12.57,31.74,52.69,88.78,0
39.28,58.1,55.62,239.26,0
79.58,42.99,60.09,264.1,1
38.94,38.82,24.39,150.79,0
91.58,44.69,34.64,3443.59,1
2.59,34.94,30.91,129.18,0
62.29,51.02,68.98,254.83,0
100.0,95.24,97.51,8090.0,1
29.77,60.86,53.38,195.74,0
29.7,37.3,16.91,39.74,0
14.86,12.08,28.99,120.42,0
21.52,33.65,35.81,103.39,0
18.4,46.82,45.1,49.11,0
28.83,46.01,20.31,101.24,0
26.5,27.06,60.21,107.9,0
26.67,41.39,51.94,143.8,0
19.71,42.1,31.54,203.52,0
17.68,21.57,32.58,81.0,0
19.13,30.75,25.21,64.57,0
43.38,54.68,33.68,196.09,0
68.19,64.73,75.99,706.57,1
39.89,51.6,46.26,119.54,0
20.31,30.26,62.81,138.6,0
22.55,41.09,34.63,137.44,0
15.25,27.05,45.17,164.76,0
30.44,46.77,54.74,253.78,0
25.35,24.5,21.23,95.0,0
25.59,20.75,44.09,119.21,0
43.38,80.39,81.85,149.9,1
38.13,44.17,39.28,98.12,0
37.01,50.85,44.15,235.72,0
31.45,38.4,100.0,193.32,1
33.07,44.02,57.11,287.01,0
27.48,35.37,31.23,141.66,0
49.99,43.59,57.78,217.17,0
2.42,0.0,28.06,130.62,0
43.39,44.51,42.32,206.79,0
35.71,63.23,47.13,208.08,0
34.82,22.03,36.34,132.41,0
42.9,40.82,50.07,198.39,0
69.1,62.95,59.43,247.68,0
52.03,50.04,60.95,273.59,0
33.05,96.64,57.38,259.73,1
33.03,50.96,58.9,167.96,0
57.67,64.49,51.59,226.48,0
13.09,16.32,59.06,109.91,0
20.77,37.95,25.89,144.45,0
83.07,36.55,45.6,184.84,1
96.0,38.65,33.96,153.61,1
26.53,52.68,51.7,99.45,0
26.83,21.75,50.49,132.13,0
21.38,41.02,61.05,151.88,0
29.25,19.14,34.09,86.21,0
0.0,17.07,14.37,129.79,0
63.74,74.32,77.57,847.21,1
33.74,77.35,89.8,156.66,1
85.8,34.19,65.37,2727.96,1
41.09,53.23,67.74,168.98,0
40.18,40.8,44.19,203.21,0
42.43,51.82,42.18,137.58,0
14.04,39.2,25.95,188.01,0
32.75,42.6,35.54,167.23,0
37.0,90.04,100.0,174.41,1
42.77,48.92,53.86,139.72,0
19.28,23.19,34.16,97.5,0
33.33,42.33,46.99,152.56,0
6.43,23.28,37.88,153.95,0
55.42,61.41,52.6,188.72,0
44.05,55.52,41.94,309.51,0
30.05,27.53,22.59,86.14,0
31.67,49.81,60.55,223.16,0
33.26,26.75,79.88,165.83,0
49.28,48.69,44.69,168.43,0
21.77,52.7,66.06,203.98,0
46.17,56.95,41.57,139.7,0
53.84,58.39,59.8,277.19,0
0.0,17.08,16.76,10.0,0
42.29,54.82,42.92,160.88,0
81.67,70.06,42.19,210.88,1
17.61,33.12,29.71,140.46,0
49.94,46.48,44.68,186.49,0
53.99,31.66,54.89,245.33,0
25.13,14.54,32.66,138.63,0
13.58,14.51,38.5,145.33,0
42.45,42.63,46.41,191.17,0
31.09,49.13,41.2,169.73,0
44.95,53.48,44.73,167.51,0
13.72,27.31,61.74,133.86,0
89.92,89.46,48.57,211.37,1
25.23,7.84,58.43,86.29,0
15.06,38.65,37.39,87.99,0
60.39,63.55,70.45,210.88,0
37.7,47.31,37.73,223.07,0
42.5,49.87,60.91,93.7,0
36.9,48.7,56.61,195.94,0
46.85,40.48,52.45,152.25,0
84.2,19.47,43.25,2189.88,1
87.62,36.72,51.74,1349.01,1
40.18,47.27,56.8,204.23,0
25.46,34.23,29.14,98.42,0
14.74,42.03,87.66,57.23,1
21.93,26.38,58.47,173.34,0
48.84,38.61,55.47,195.56,0
38.25,46.1,83.21,197.47,0
15.33,32.78,29.0,108.53,0
61.0,52.77,63.27,206.98,0
11.67,34.36,49.87,155.66,0
49.2,65.19,50.98,189.61,0
79.59,29.17,46.27,291.85,1
26.69,25.44,29.51,108.44,0
33.67,55.41,50.35,222.99,0
41.16,39.14,32.11,249.11,0
34.1,43.99,42.71,147.88,0
34.99,56.23,57.0,203.75,0
46.59,23.65,66.81,213.18,0
47.72,46.55,51.9,143.07,0
57.85,60.43,55.78,256.96,0
19.46,27.25,26.9,166.34,0
58.95,55.53,70.47,255.04,0
27.57,54.21,39.82,107.63,0
25.59,44.63,40.48,215.86,0
11.52,22.01,43.0,122.86,0
20.66,43.43,64.67,94.01,0
0.0,5.54,35.21,10.23,0
28.05,37.73,38.03,146.58,0
46.47,88.47,92.1,242.1,1
13.28,37.82,31.71,99.31,0
79.47,91.16,54.87,140.81,1
38.3,42.61,52.72,148.25,0
87.97,45.1,72.51,2811.58,1
38.57,50.03,46.46,219.01,0
11.06,31.66,56.13,62.52,0
47.22,46.05,58.32,175.85,0
21.35,37.65,38.22,175.67,0
89.39,90.84,84.78,6079.41,1
24.06,47.77,35.83,156.96,0
46.24,53.07,59.24,175.64,0
33.28,45.37,89.24,145.81,0
67.12,75.61,72.89,722.33,1
19.89,48.41,94.26,168.57,1
25.01,24.62,20.72,179.82,0
25.63,48.06,38.24,106.38,0
63.2,65.66,56.29,209.72,0
38.44,57.51,42.96,144.17,0
39.05,52.3,70.53,126.24,0
22.62,50.71,52.95,115.07,0
31.72,27.69,25.37,184.98,0
98.34,97.06,94.97,6183.34,1
17.78,41.74,45.21,145.92,0
45.79,50.27,33.23,232.72,0
39.97,56.53,44.92,218.21,0
32.03,96.79,34.23,184.76,1
26.15,48.83,37.14,133.33,0
24.84,51.03,54.13,191.54,0
33.95,32.66,41.43,118.01,0
13.76,25.87,29.2,70.19,0
20.81,25.07,45.53,118.97,0
15.93,52.0,32.3,153.4,0
83.82,79.0,62.45,152.11,1
49.85,40.89,51.78,203.16,0
4.92,36.94,26.71,112.24,0
33.91,37.37,71.83,158.25,0
24.28,55.95,36.32,180.97,0
20.03,27.57,37.57,74.36,0
22.45,46.09,100.0,151.16,1
8.83,12.64,18.38,176.19,0
24.85,29.54,40.96,132.1,0
15.68,31.09,44.42,113.84,0
92.42,27.01,54.84,157.73,1
6.21,22.05,27.26,67.09,0
30.91,47.08,50.65,220.98,0
52.94,51.99,80.84,199.38,0
72.73,74.47,88.21,568.99,1
47.27,47.67,57.53,226.21,0
3.65,83.01,95.72,81.08,1
32.9,44.0,39.93,104.39,0
37.88,45.95,33.02,178.78,0
30.82,59.41,57.21,158.54,0
44.32,38.75,38.28,193.23,0
70.58,66.31,73.43,725.8,1
18.35,28.0,33.54,56.26,0
50.54,48.6,70.79,146.31,0
27.77,37.03,53.8,149.27,0
7.28,41.36,38.35,77.51,0
19.11,37.33,43.78,187.86,0
90.9,80.5,45.43,115.08,1
41.91,48.4,43.16,106.92,0
41.58,47.49,46.35,105.8,0
37.39,69.08,60.16,179.13,1
47.74,49.52,40.67,269.86,0
39.74,49.9,73.86,85.24,0
17.28,85.23,90.93,97.38,1
52.55,50.29,48.95,225.06,0
8.73,31.25,35.88,64.37,0
27.53,40.22,50.87,220.35,0
60.64,40.64,51.58,1902.69,1
24.56,43.85,25.81,168.19,0
41.29,25.06,35.08,153.84,0
25.51,21.91,22.29,121.49,0
13.57,88.52,45.22,83.18,1
87.37,96.16,54.76,215.94,1
16.88,27.21,17.59,114.54,0
46.9,39.57,56.75,154.18,0
20.24,42.07,62.9,129.42,0
31.81,48.92,48.15,143.96,0
47.54,92.9,90.02,225.0,1
36.54,46.99,46.0,97.09,0
11.11,30.91,12.96,59.95,0
24.24,25.5,26.84,142.62,0
55.73,71.4,59.1,213.2,0
44.38,55.15,56.15,202.92,0
23.07,42.79,45.79,166.17,0
21.08,31.48,44.13,43.5,0
41.68,35.36,54.3,172.05,0
13.54,21.43,41.99,62.36,0
42.37,48.81,42.13,114.84,0
36.42,34.2,28.88,112.25,0
22.25,21.65,38.43,153.91,0
2.4,22.47,20.43,84.78,0
26.0,42.5,9.89,173.95,0
30.86,63.84,68.23,119.7,0
45.96,57.54,55.13,142.13,0
42.88,73.19,40.43,221.06,0
88.22,19.06,32.52,118.74,1
27.73,21.01,36.01,115.85,0
26.21,35.8,35.07,137.18,0
22.14,33.05,71.47,110.15,0
5.32,27.39,23.68,127.0,0
47.37,71.41,45.84,230.19,0
41.86,69.69,44.0,230.05,0
22.91,47.41,51.03,170.05,0
37.0,47.31,56.8,117.32,0
52.35,50.62,61.68,205.25,0
30.15,53.57,54.37,169.43,0
14.1,11.97,58.98,134.43,0
23.44,37.6,51.34,118.51,0
50.92,51.86,50.19,215.92,0
36.93,60.76,40.58,141.37,0
50.88,98.17,52.36,222.04,1
22.08,29.87,38.81,179.9,0
38.75,33.71,25.4,120.1,0
48.66,44.55,59.99,216.39,0
35.06,40.49,52.37,130.03,0
12.1,49.75,48.36,170.56,0
32.35,40.36,51.1,84.74,0
18.53,13.04,35.95,110.09,0
80.95,41.57,65.6,158.68,1
42.41,23.47,89.72,100.6,1
34.96,43.27,51.03,127.42,0
17.5,49.17,33.07,94.52,0
24.13,32.7,51.27,83.08,0
29.84,40.66,46.02,175.58,0
18.34,27.01,56.67,85.3,0
8.72,42.77,49.62,80.69,0
18.51,51.31,54.19,175.87,0
60.49,62.51,32.48,251.01,0
7.41,19.6,21.71,65.85,0
33.55,45.79,53.87,200.56,0
32.84,48.41,50.97,205.5,0
28.07,41.3,33.17,107.21,0
86.65,53.86,61.1,100.34,1
48.23,27.37,77.22,87.85,1
1.14,18.46,38.01,56.5,0
89.69,100.0,91.51,6272.11,1
31.03,32.78,47.58,136.53,0
9.89,7.77,28.77,78.11,0
26.98,35.4,52.55,74.02,0
39.0,19.7,80.14,211.35,1
32.21,57.24,49.79,117.09,0
6.09,22.81,20.9,97.58,0
47.66,53.48,83.45,239.38,1
31.74,78.78,34.64,178.99,1
25.82,34.01,40.71,134.16,0
38.57,41.06,45.57,95.69,0
12.57,27.93,29.55,132.83,0
35.56,29.26,49.16,149.22,0
37.29,58.22,51.39,227.79,0
37.53,42.16,46.98,147.04,0
35.52,38.44,31.37,107.8,0
1.3,16.41,74.82,48.55,0
83.61,90.27,91.36,5158.12,1
16.76,28.11,51.0,85.8,0
33.88,38.46,51.45,131.38,0
23.88,31.71,41.25,127.22,0
32.32,36.52,35.83,180.04,0
18.71,13.46,41.57,162.2,0
12.59,13.63,40.48,91.6,0
93.38,81.25,62.98,145.08,1
18.37,20.7,67.97,108.81,0
21.63,24.24,42.77,175.15,0
13.15,37.42,37.78,131.9,0
40.53,51.64,49.8,181.02,0
6.68,32.62,44.27,123.56,0
33.7,51.95,63.04,114.17,0
26.77,47.94,46.52,105.02,0
43.71,71.2,49.26,290.31,0
12.55,24.31,34.39,71.46,0
7.58,26.74,49.47,180.39,0
87.02,65.92,28.02,103.25,1
15.51,30.82,22.47,105.8,0
2.67,15.22,30.17,54.45,0
30.47,29.1,28.59,5863.62,1
30.18,47.51,54.48,139.01,0
13.21,23.16,54.97,57.25,0
37.42,31.33,37.6,209.86,0
83.24,87.64,43.43,154.04,1
23.69,40.36,30.13,130.37,0
24.81,9.53,34.86,111.32,0
31.47,44.66,52.71,101.72,0
34.56,31.57,60.37,225.1,0
18.43,31.05,34.29,195.5,0
24.22,27.62,39.36,184.66,0
28.19,17.82,44.65,140.04,0
41.32,68.54,46.35,151.1,0
31.53,45.63,29.39,177.26,0
3.67,43.84,23.96,83.62,0
40.96,52.9,28.82,223.46,0
32.69,56.03,35.84,167.4,0
20.46,31.62,48.16,109.3,0
31.89,35.45,51.32,173.82,0
25.46,91.31,29.99,145.5,1
70.37,75.84,73.61,826.55,1
12.0,32.81,50.43,124.57,0
40.58,42.95,52.66,182.51,0
38.15,33.61,50.77,136.28,0
74.07,70.56,69.84,759.79,1
0.0,13.83,39.69,86.01,0
21.54,27.04,48.56,95.29,0
28.43,38.32,40.91,98.27,0
31.24,37.29,44.54,208.03,0
31.07,24.8,53.79,210.57,0
19.95,6.98,32.1,143.16,0
44.44,59.62,46.88,128.4,0
26.67,27.98,45.63,141.05,0
22.59,50.83,63.35,152.2,0
19.91,45.26,36.0,170.91,0
99.07,95.27,98.18,5759.23,1
19.11,18.6,30.41,64.7,0
29.57,44.75,38.49,85.25,0
42.25,40.97,24.21,165.33,0
44.84,49.98,69.89,236.24,0
94.38,54.11,44.52,4011.59,1
28.4,97.46,91.18,158.62,1
90.36,88.86,92.7,5953.63,1
16.57,33.07,49.55,86.9,0
12.48,33.17,21.24,104.78,0
2.82,16.06,19.88,79.01,0
28.29,35.97,47.66,121.0,0
100.0,96.06,97.37,6955.06,1
25.08,39.36,84.37,125.65,1
26.47,24.1,31.33,115.2,0
49.07,50.16,19.65,177.3,0
31.9,37.87,36.51,168.25,0
41.83,47.98,45.51,5818.35,1
36.36,75.98,65.67,230.61,0
25.71,45.66,19.97,167.71,0
88.4,90.05,93.91,6881.32,1
6.51,43.83,51.12,94.38,0
11.6,35.05,31.58,129.38,0
98.47,100.0,87.39,8890.94,1
49.39,66.75,60.2,6192.24,1
10.56,29.95,41.64,170.1,0
30.7,39.64,43.63,166.44,0
10.13,83.2,54.72,10.0,1
34.41,35.19,55.17,96.8,0
48.17,47.8,50.28,184.28,0
95.95,86.87,100.0,6603.78,1
15.15,30.48,48.25,128.39,0
31.36,31.99,62.93,161.5,0
35.58,63.92,46.55,245.1,1
46.81,25.28,62.89,215.03,0
17.16,31.74,70.69,88.17,0
27.5,47.47,30.66,115.8,0
33.44,32.16,52.46,192.92,0
24.89,34.45,47.52,143.28,0
20.29,39.3,50.55,171.58,0
5.82,20.85,40.36,152.74,0
80.46,44.88,33.95,3843.52,1
16.34,41.72,41.59,158.07,0
11.01,27.21,42.35,1056.96,1
45.09,56.99,63.21,238.86,0
22.71,19.99,54.16,77.8,0
32.84,38.9,35.07,5680.68,1
79.89,22.5,52.38,2514.26,1
77.87,98.33,39.38,117.96,1
35.33,38.57,49.35,116.44,0
87.67,80.32,25.85,77.69,1
29.97,42.32,36.66,137.85,0
32.59,23.84,51.84,117.05,0
35.25,42.03,66.18,114.04,0
30.41,72.91,81.31,155.54,1
23.33,38.95,64.25,197.65,0
37.75,65.71,59.61,202.75,0
26.84,31.48,23.67,80.42,0
42.31,59.96,60.38,153.85,0
93.71,88.59,86.59,4910.05,1
95.41,97.09,31.16,128.44,1
41.56,55.66,50.33,168.71,0
49.3,54.91,54.9,209.83,0
29.99,41.38,15.63,33.94,1
91.5,49.56,63.51,217.24,1
12.37,32.37,42.26,152.12,0
52.28,45.59,41.71,171.53,0
50.83,61.39,61.29,197.39,0
28.6,27.62,35.97,125.65,0
23.99,19.5,42.43,84.87,0
76.87,71.36,69.68,706.61,1
31.74,55.09,26.55,189.52,0
86.53,84.2,95.95,5671.14,1
82.17,80.92,74.22,864.41,1
25.26,30.6,60.2,158.85,0
97.99,48.27,43.53,2095.94,1
6.93,28.11,38.99,85.54,0
22.97,33.39,44.12,99.08,0
30.71,29.3,49.66,168.11,0
21.88,25.91,60.47,76.75,0
56.84,67.92,66.33,277.49,0
40.3,48.9,61.16,138.32,0
40.29,44.86,44.68,254.58,0
18.82,28.98,50.04,87.84,0
32.0,17.43,56.92,139.14,0
30.83,49.66,46.92,150.03,0
98.69,39.65,44.33,93.61,1
47.06,59.97,57.78,5478.0,1
4.13,28.91,30.62,38.87,0
51.45,51.17,42.19,178.76,0
0.0,16.63,33.67,78.8,0
